Date    New Leads     Pre-Quote Follow Up    Post-Quote Follow Up    Answered    Didn't Answer    Total Calls    Not Ready Yet    Requires Quoting    Quote Sent    Site Visit Booked    Passed Onto Jed    Verbal Confirmation    Rescheduled Site Visit    Lost - Price    Lost - Time Ralted    Abandoned - Not Responding    Abandoned - Headache    Disqualified - Out of Service Area    Disqualified - Price    Disqualified - Extent of Works    Disqualified - Wrong Contact/Number    Disqualified - Spam
Wednesday, 3 September 2025    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0    0
Thursday, 4 September 2025    5    5    2    5    7    12    2    0    1    0    0    0    0    0    0    2    1    1    0    0    1    0
Friday, 5 September 2025    0    4    12    8    8    16    7    1    0    0    0    0    0    0    0    1    0    0    0    0    0    0
Date    New Leads     Pre-Quote Follow Up    Post-Quote Follow Up    Answered    Didn't Answer    Total Calls    Not Ready Yet    Requires Quoting    Quote Sent    Site Visit Booked    Passed Onto Jed    Verbal Confirmation    Rescheduled Site Visit    Lost - Price    Lost - Time Ralted    Abandoned - Not Responding    Abandoned - Headache    Disqualified - Out of Service Area    Disqualified - Price    Disqualified - Extent of Works    Disqualified - Wrong Contact/Number    Disqualified - Spam
Monday, 8 September 2025    10    3    10    17    6    23    7    8    1    0    0    0    0    1    0    0    0    0    0    0    0    2
Tuesday, 9 September 2025    2    0    0    1    1    2    0    1    7    0    0    0    0    0    0    0    0    0    0    0    0    0
Wednesday, 10 September 2025    4    5    13    12    10    22    3    9    1    0    0    0    0    0    0    1    0    0    0    0    0    0
Thursday, 11 September 2025    0    0    0    0    0    0    0    0    9    0    0    0    0    0    0    0    0    0    0    0    0    0
Friday, 12 September 2025    2    0    0    2    0    2    0    2    2    0    0    0    0    0    0    0    0    0    0    0    0    0
Date    New Leads     Pre-Quote Follow Up    Post-Quote Follow Up    Answered    Didn't Answer    Total Calls    Not Ready Yet    Requires Quoting    Quote Sent    Site Visit Booked    Passed Onto Jed    Verbal Confirmation    Rescheduled Site Visit    Lost - Price    Lost - Time Ralted    Abandoned - Not Responding    Abandoned - Headache    Disqualified - Out of Service Area    Disqualified - Price    Disqualified - Extent of Works    Disqualified - Wrong Contact/Number    Disqualified - Spam
Monday, 15 September 2025    13    3    0    10    6    16    0    9    1    0    0    0    0    0    0    0    0    0    0    0    0    1
Tuesday, 16 September 2025    13    7    11    14    17    31    2    9    13    0    1    1    0    0    1    0    0    0    0    0    2    0
Wednesday, 17 September 2025    2    10    13    12    13    25    5    6    7    0    1    0    0    0    0    0    0    0    0    0    0    0
Thursday, 18 September 2025    5    5    0    5    5    10    0    2    5    0    2    0    0    0    1    1    0    0    0    0    1    0
Friday, 19 September 2025    4    3    0    2    5    7    2    0    4    0    0    0    0    0    0    2    0    0    0    0    0    0
Date    New Leads     Pre-Quote Follow Up    Post-Quote Follow Up    Answered    Didn't Answer    Total Calls    Not Ready Yet    Requires Quoting    Quote Sent    Site Visit Booked    Passed Onto Jed    Verbal Confirmation    Rescheduled Site Visit    Lost - Price    Lost - Time Ralted    Abandoned - Not Responding    Abandoned - Headache    Disqualified - Out of Service Area    Disqualified - Price    Disqualified - Extent of Works    Disqualified - Wrong Contact/Number    Disqualified - Spam
Monday, 22 September 2025    10    8    3    12    9    21    3    5    5    0    0    1    0    0    1    1    0    1    0    1    2    0
Tuesday, 23 September 2025    4    4    6    6    8    14    2    1    1    1    0    0    0    2    0    0    0    0    0    0    0    0
Wednesday, 24 September 2025    8    3    1    7    5    12    2    5    5    0    0    0    0    0    0    0    0    0    0    0    0    0
Thursday, 25 September 2025    0    6    6    5    7    12    2    1    1    1    0    0    0    0    0    2    1    0    0    0    0    0
Friday, 26 September 2025    1    3    3    4    1    5    0    3    4    0    1    0    0    0    0    0    0    0    0    0    0    0
